Direccion Std,Estatus,Latitud,Longitud
"Mcdo Aviacion Pto N 48, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Mcdo Aviacion Pto N 80, Andres Avelino Cacer",No geocodificable,No encontrado,No encontrado
"Mcdo Balneario Pto 127 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo Bellavista Pto. 126 126, Bellavista",No geocodificable,No encontrado,No encontrado
"Mcdo Carmen Alto Pto N 14, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mcdo Carmen Alto Pto N? 1, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mcdo Casta?Eda 0 84, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
Mcdo Central 676,No geocodificable,No encontrado,No encontrado
Mcdo Central - Psto 08 0,No geocodificable,No encontrado,No encontrado
Mcdo Central Int 1-2-3 0,No geocodificable,No encontrado,No encontrado
Mcdo Central Psto 17 0,No geocodificable,No encontrado,No encontrado
Mcdo Central  Pto 04 S/N,No geocodificable,No encontrado,No encontrado
"Mcdo Central Pto 379 0 379, Callao",No geocodificable,No encontrado,No encontrado
Mcdo Central Pto E-5 S/N,No geocodificable,No encontrado,No encontrado
Mcdo Central Pto F-5  Int. S/N,No geocodificable,No encontrado,No encontrado
Mcdo Central Pto F-8  Int. S/N,No geocodificable,No encontrado,No encontrado
"Mcdo Central San Fco 0, Ayna",No geocodificable,No encontrado,No encontrado
Mcdo Central  Sandia S/N,No geocodificable,No encontrado,No encontrado
"Mcdo Colonial 5 C, Bellavista",No geocodificable,No encontrado,No encontrado
"Mcdo Comercial 2 De Diciembre 93, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo Cooperativo 0 11, Ventanilla",No geocodificable,No encontrado,No encontrado
Mcdo De Abastos - Psto 46,No geocodificable,No encontrado,No encontrado
Mcdo De Abastos - Psto 48,No geocodificable,No encontrado,No encontrado
"Mcdo De Abastos ., Majes",No geocodificable,No encontrado,No encontrado
"Mcdo El Carmen Pto 9, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo Ermita?O Pto 39, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo Flor De Octubre Pto 31, Comas",No geocodificable,No encontrado,No encontrado
Mcdo Gregorio Barazorda 0,No geocodificable,No encontrado,No encontrado
"Mcdo Jaime Zubiate Calderon Pt 0, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo Jesus Nazareno 191 191, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Jesus Nazareno Pto N 85, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Jesus Nazareno Pto N 180, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Jesus Nazareno Pto N 247, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Jesus Nazareno Pto N 267, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Jose Olaya Pto 3G 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Mcdo Juan Pablo Ii Pto 17 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Mcdo Juan Pardo Pto 16, La Perla",No geocodificable,No encontrado,No encontrado
"Mcdo La Hacienda Pto 5, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo La Libertad 13 I, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo La Libertad . 6, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo La Paradita Pto 5 0, Marcona",No geocodificable,No encontrado,No encontrado
"Mcdo Las Lomas 0 102, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mcdo Las Lomas 0, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mcdo Lomas 0 26, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mcdo Los Precursores 0 24-25, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mcdo Los Precursores 0 32-33, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mcdo Luis Felipe Pto 16, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo Mariscal Psto 114 0, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo May. Las Capullanas Pto 3 S/N, Veintiseis De Octubr",No geocodificable,No encontrado,No encontrado
"Mcdo Mayorista Zona A 0 13, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo Metrito 0 144, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo Metropolitano Plataforma J41, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo Micaela 0 9, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo Miguel Grau 0 46, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mcdo Minorista Psj Central Pto 0, La Victoria",No geocodificable,No encontrado,No encontrado
"Mcdo Modelo Pto 5, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo Modelo Pto K6 0, Tarma",No geocodificable,No encontrado,No encontrado
"Mcdo Nazarenas S/N 0, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo Ni O Jesus 497 28, Bellavista",No geocodificable,No encontrado,No encontrado
"Mcdo Nueva Esperanza 0 9, Majes",No geocodificable,No encontrado,No encontrado
"Mcdo Nueva Esperanza 0 19, Majes",No geocodificable,No encontrado,No encontrado
Mcdo Nuevo Oriente -Psto 3,No geocodificable,No encontrado,No encontrado
"Mcdo Pacifico 15 15, Bellavista",No geocodificable,No encontrado,No encontrado
"Mcdo Palomino Pto 146 146, Lima",No geocodificable,No encontrado,No encontrado
"Mcdo Pto#11 S/N, Pangoa",No geocodificable,No encontrado,No encontrado
"Mcdo Ramon Castilla Pt 0 B9, La Perla",No geocodificable,No encontrado,No encontrado
Mcdo Roberto Segura  - Psto 51,No geocodificable,No encontrado,No encontrado
Mcdo Roberto Segura - Psto 95-96,No geocodificable,No encontrado,No encontrado
Mcdo Roberto Segura - Psto 133,No geocodificable,No encontrado,No encontrado
Mcdo Roberto Segura  Pto 42 0,No geocodificable,No encontrado,No encontrado
"Mcdo Royal Pto. 24 24, San Luis",No geocodificable,No encontrado,No encontrado
"Mcdo San Carlos Pto 286 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Mcdo San Igancio De Loyola S/N 15, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo San Juan Grande 0 5, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mcdo San Juan Grande 0 85, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mcdo San Martin De Porres 0 7, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo San Miguel 0, San Miguel",No geocodificable,No encontrado,No encontrado
"Mcdo San Miguel Pto S/N 0, San Miguel",No geocodificable,No encontrado,No encontrado
"Mcdo Santa Catalina Pto. 17 17, La Victoria",No geocodificable,No encontrado,No encontrado
"Mcdo Santa Elisa 0 26, Yura",No geocodificable,No encontrado,No encontrado
Mcdo Santa Rita Tienda Nro 17 0,No geocodificable,No encontrado,No encontrado
"Mcdo Se Or De Los Milagros S/N 22, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo Sivia S/N 0, Sivia",No geocodificable,No encontrado,No encontrado
"Mcdo Sr De Los Milagros Pto 130, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mcdo Sr De Los Milagros Pto 135, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mcdo Tupac Amaru Pto 118, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo Unicachi Pto- 781, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo Venezuela Pto. 201 201, Lima",No geocodificable,No encontrado,No encontrado
"Mcdo Villa Hiper Pto Tt 15, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo Virgen De Las Mercedes 0 14, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo Virgen Del Carmen 0 69-70, San Juan De Miraflor",No geocodificable,No encontrado,No encontrado
"Mcdo Virgen Del Carmen Pto 0, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo Zonal Jes S Nazareno S/N 86, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mcdo- Central De Comas Pto- 218, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo- Luis Felipe Pto- 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-8 De Enero Pto145, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo-19 De Marzo Pto- 20, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo-Las Almendras Pto- 33, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo-Las Almendras Pto- 34, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo-Las Almendras Pto- 78, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo-Luis Felipe Pto- 22, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-Metrito Pto- 8, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-Municipal Pto- 30, Rimac",No geocodificable,No encontrado,No encontrado
"Mcdo-Municipal Pto- 78, Rimac",No geocodificable,No encontrado,No encontrado
"Mcdo-Nelly Pto- 7, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-Servicios Especiales Pto- 11, Independencia",No geocodificable,No encontrado,No encontrado
"Mcdo-Sr- De Los Milagros M-B 1, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mcdo-Sta Margarita M-C Lt- 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-Unicachi Pto- 781, Comas",No geocodificable,No encontrado,No encontrado
"Mcdo-Villa Metrito Pto 17, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo-Villa Metrito Pto 19, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo. 1 Puesto 910 0 9 Y 10, Callaria",No geocodificable,No encontrado,No encontrado
"Mcdo. 10 De Enero 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo. 19 De Enero De Mangomarc ., Ate",No geocodificable,No encontrado,No encontrado
Mcdo. 28 De Julio 0,No geocodificable,No encontrado,No encontrado
Mcdo. Alto Ilo S/N 0,No geocodificable,No encontrado,No encontrado
"Mcdo. Andr S Avelino C Ceres C 70, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo. Angel Sierra 0 121, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo. Arenales Pto K 14, Ica",No geocodificable,No encontrado,No encontrado
Mcdo. Central Int. S/N,No geocodificable,No encontrado,No encontrado
Mcdo. Central Pto E-10 S/N,No geocodificable,No encontrado,No encontrado
Mcdo. Central Sandia S/N,No geocodificable,No encontrado,No encontrado
"Mcdo. De Andahuasi Psto. 0, Sayan",No geocodificable,No encontrado,No encontrado
"Mcdo. De Andahuasi Psto. 24, Sayan",No geocodificable,No encontrado,No encontrado
"Mcdo. Israelita Psto. 86 0, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo. Jesus Es Mi Proveedor S/ 391, Santa",No geocodificable,No encontrado,No encontrado
"Mcdo. La Villa Psto. 50-51, Sayan",No geocodificable,No encontrado,No encontrado
"Mcdo. Mi Angel Pto.02 0, Santa",No geocodificable,No encontrado,No encontrado
"Mcdo. Modelosect Vivanderia S/N, Rupa-Rupa",No geocodificable,No encontrado,No encontrado
"Mcdo. Multicentro Pto. S3. 0, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo. Nueva Esperanza . 12, Majes",No geocodificable,No encontrado,No encontrado
Mcdo. Nueva Victoria  Puesto 0,No geocodificable,No encontrado,No encontrado
Mcdo. Nuevo Ilo P#2 0,No geocodificable,No encontrado,No encontrado
"Mcdo. Particular Tda. 16 S/N, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo. Rinconada Psto. N 2 0, Santa",No geocodificable,No encontrado,No encontrado
"Mcdo. San Martin 10, Alto De La Alianza",No geocodificable,No encontrado,No encontrado
"Mcdo. San Martin De Porres 6, Cerro Colorado",No geocodificable,No encontrado,No encontrado
"Mcdo. San Martin S/N 0, Casma",No geocodificable,No encontrado,No encontrado
"Mcdo. San. Germ?N Pto. 01 0, Ate",No geocodificable,No encontrado,No encontrado
"Mcdo. Virgen De Guadalupe 0, Sayan",No geocodificable,No encontrado,No encontrado
"Mcdo. Virgen De La Caridad 0, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo. Virgen Del Carmen 0 10, Imperial",No geocodificable,No encontrado,No encontrado
"Mcdo.3 De Enero 0 88, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.10 De Enero 0 67, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.23 De Marzo 0 130, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Angel Sierra 0, Ventanilla",No geocodificable,No encontrado,No encontrado
Mcdo.De Abastos De Sta.Rita De .,No geocodificable,No encontrado,No encontrado
Mcdo.De Abastos Sta.Rita De Si .,No geocodificable,No encontrado,No encontrado
"Mcdo.El Alamo 0 35, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Inmaculada Concepcion 0 1, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Inmaculada Concepcion 0 18, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Modelo Pesquero 0 143, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Modelo Pesquero 0 146, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Modelo Pesquero 0 162, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Sa Juan Bautista 0 34, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Santa Lucia 0 13, Pueblo Nuevo",No geocodificable,No encontrado,No encontrado
"Mcdo.Santa Rosita 0 68, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Tambo Machay 0, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen De Las Mercedes 0 100, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen De Las Mercedes 0 102, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen Del Carmen 0 1718, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen Del Rosario 0 48, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen Del Rosario 0 K8, Callao",No geocodificable,No encontrado,No encontrado
"Mcdo.Virgen Maria 0 37, Callao",No geocodificable,No encontrado,No encontrado
"Mcdoasc Villa Metrito Pto20, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdovilla Los Reyes Pto 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mcdovilla Los Reyes Pto0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mdo Ateca 0 136, Villa Maria Del Triu",No geocodificable,No encontrado,No encontrado
"Mdo De Abastos Cori , Pto. 4 0",No geocodificable,No encontrado,No encontrado
"Mdo Los Robles 0 55-56, Callao",No geocodificable,No encontrado,No encontrado
"Mdo Micaela Bastidas 26, El Tambo",No geocodificable,No encontrado,No encontrado
"Mdo Milleniun 3, Ate",No geocodificable,No encontrado,No encontrado
"Mdo Modelo Pto 31 0, Ate",No geocodificable,No encontrado,No encontrado
"Mdo Santa Pto S/N Frente Al 0, Santa",No geocodificable,No encontrado,No encontrado
"Mdo Unificado 0 147, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mdo Venezuela 0 242, Callao",No geocodificable,No encontrado,No encontrado
"Mdo Yuli Pto:122 Ate 0, Ate",No geocodificable,No encontrado,No encontrado
"Mdo. 10 De Octubre S/N J. Hera ., Santa",No geocodificable,No encontrado,No encontrado
"Mdo. Feria Popular Santa Pt 0 6, Santa",No geocodificable,No encontrado,No encontrado
"Mdo. Jesus Mi Proveedor Pto. 0 2, Santa",No geocodificable,No encontrado,No encontrado
"Mdo. Miramar , Pto. 10, Moche",No geocodificable,No encontrado,No encontrado
"Mdo. Miramar , Pto. 13, Moche",No geocodificable,No encontrado,No encontrado
"Mdo. Modelo, Pto. 39 0, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo. Nvo. Futuro , Pto. 122, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mdo. San Martin Pto. 119 0 119, Casma",No geocodificable,No encontrado,No encontrado
"Mdo. Viru , Pto. S/N 0, Viru",No geocodificable,No encontrado,No encontrado
"Mdo. Viru , Puesto 76, Viru",No geocodificable,No encontrado,No encontrado
"Mdo. Viru , Puesto , S/N 0, Viru",No geocodificable,No encontrado,No encontrado
"Mdo.28 De Julio , Pto. V- 39, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Acomar , Pto. 127, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Central Chao , Pto. 102, Chao",No geocodificable,No encontrado,No encontrado
"Mdo.Central Chao , Pto. 132, Chao",No geocodificable,No encontrado,No encontrado
"Mdo.Central Santa Int.133 0, Santa",No geocodificable,No encontrado,No encontrado
"Mdo.Central Santa Pto.01 0, Santa",No geocodificable,No encontrado,No encontrado
"Mdo.Cori , Pto. 2",No geocodificable,No encontrado,No encontrado
"Mdo.Cori , Pto. 6",No geocodificable,No encontrado,No encontrado
"Mdo.Cori Sector Comidas , Pto. 8",No geocodificable,No encontrado,No encontrado
"Mdo.El Ruedo , Pto. 7, Chao",No geocodificable,No encontrado,No encontrado
"Mdo.El Tambo , Puesto 64, Paijan",No geocodificable,No encontrado,No encontrado
"Mdo.El Triunfo , Pto. 31, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Jesus Es Mi Proveedor Pto 0, Santa",No geocodificable,No encontrado,No encontrado
"Mdo.La Victoria , Pto. 156, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Miramar , Pto. 8, Moche",No geocodificable,No encontrado,No encontrado
"Mdo.Miramar , Pto. 9, Moche",No geocodificable,No encontrado,No encontrado
"Mdo.Miramar , Pto. 12, Moche",No geocodificable,No encontrado,No encontrado
"Mdo.Modelo , Pto. 37, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mdo.Modelo , Pto. 38, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mdo.Modelo , Pto. 62, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mdo.Morales Bermudez , Pto. 38, Trujillo",No geocodificable,No encontrado,No encontrado
"Mdo.Nazareth , Los Cedros 308, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Santa Veronica 753, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Santa Veronica-Cochera Pto 16, La Esperanza",No geocodificable,No encontrado,No encontrado
"Mdo.Union , Pto. 1250 D, Trujillo",No geocodificable,No encontrado,No encontrado
"Mdo.Villarreal , Pto. 181, Trujillo",No geocodificable,No encontrado,No encontrado
"Mdo.Virgen Del Carmen , Pto. 50, El Porvenir",No geocodificable,No encontrado,No encontrado
"Mdo.Viru , Puesto 69, Viru",No geocodificable,No encontrado,No encontrado
"Mdo.Yuli Pto 9 0, Ate",No geocodificable,No encontrado,No encontrado
"Mdo.Yuli Pto 124 0, Ate",No geocodificable,No encontrado,No encontrado
"Medina 292 501, La Punta",No geocodificable,No encontrado,No encontrado
"Medina 352, La Punta",No geocodificable,No encontrado,No encontrado
"Mega Center . 9, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center . S/N, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 1, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 5, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 7, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 8, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 10, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Mega Center Austral Plaza . 12, Coronel Gregorio Alb",No geocodificable,No encontrado,No encontrado
"Megametrito 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Megametrito Pto 56 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Megametrito Pto Sn 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Melgar 521 G, Nicolas De Pierola",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-50 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-95 S/N, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-199 S/N, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-256 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-277 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Enero P-293 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer 3 De Octubre P5 Mv L18 0 18, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer 3 De Octubre Ps/N 0, Jose Luis Bustamante",No geocodificable,No encontrado,No encontrado
"Mer 10 De Octubre P02 ., Santa",No geocodificable,No encontrado,No encontrado
"Mer 12 De Mayo 0 10, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer 12 De Mayo P-16 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer 20 De Agosto P-. 0, San Martin De Porres",No geocodificable,No encontrado,No encontrado
"Mer 23 De Marzo P-57 1, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer 24 De Junio 46, Cayma",No geocodificable,No encontrado,No encontrado
"Mer 28 De Julio P-C11, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Asoc. Comerc. Bocanegra P- 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Asoc. Comercial La Marin 0, La Perla",No geocodificable,No encontrado,No encontrado
"Mer Avelino Caceres P 228, Ate",No geocodificable,No encontrado,No encontrado
"Mer Bellavista Is/N S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Bellavista Ns/N S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer C.C. El Alamo 0 116, Callao",No geocodificable,No encontrado,No encontrado
"Mer C.C. El Alamo P-26 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer C.C. El Alamo P-87 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer C.C. El Alamo P-97 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer C.C. El Alamo P-106 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Campo Ferial Bocanegra P-S 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto P-3 3, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto Pto N 1, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto Pto N 2, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto Pto N 3, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto Pto N 16, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Carmen Alto Pto N 17, Carmen Alto",No geocodificable,No encontrado,No encontrado
"Mer Centenario Pa1 S/N, Independencia",No geocodificable,No encontrado,No encontrado
"Mer Centenario Pb24 S/N, Independencia",No geocodificable,No encontrado,No encontrado
"Mer Central De Castilla P2, Castilla",No geocodificable,No encontrado,No encontrado
"Mer Central De Castilla P38, Castilla",No geocodificable,No encontrado,No encontrado
"Mer Central De Castilla P69, Castilla",No geocodificable,No encontrado,No encontrado
"Mer Central De Castilla P85, Castilla",No geocodificable,No encontrado,No encontrado
"Mer Central De Castilla P142, Castilla",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa Ns/N S/N, Santa",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa P5 ., Santa",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa P45 ., Santa",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa P75 ., Santa",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa P125 ., Santa",No geocodificable,No encontrado,No encontrado
"Mer Central De Santa Ps/N ., Santa",No geocodificable,No encontrado,No encontrado
"Mer Central N3 3, Atico",No geocodificable,No encontrado,No encontrado
"Mer Central Ns/N S/N, Colan",No geocodificable,No encontrado,No encontrado
"Mer Central P22 ., Atico",No geocodificable,No encontrado,No encontrado
"Mer Central P-1 1, Ayna",No geocodificable,No encontrado,No encontrado
"Mer Central P-3 S/N, Ayna",No geocodificable,No encontrado,No encontrado
"Mer Central P-S/N S/N, Ayna",No geocodificable,No encontrado,No encontrado
"Mer Centro Comercial Bellav 102, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Centro Comercial Bellav 127, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Centro Comercial Bellav S/N, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Centro Comercial Bellav, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Centro Comercial El Paci, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Chocos N-S.N. S.N., Imperial",No geocodificable,No encontrado,No encontrado
"Mer Comerciantes Unidos P32, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Coop. Colonial P-12 0, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Coop. De Serv. Especial 0, Callao",No geocodificable,No encontrado,No encontrado
"Mer De Abastos P7, Callao",No geocodificable,No encontrado,No encontrado
"Mer De Abastos P29, Callao",No geocodificable,No encontrado,No encontrado
"Mer De Abastos P30, Callao",No geocodificable,No encontrado,No encontrado
"Mer El Inca P298, La Victoria",No geocodificable,No encontrado,No encontrado
"Mer Emmanuel 0 2, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Israelita Del Peru P-44 0, San Juan De Luriganc",No geocodificable,No encontrado,No encontrado
"Mer Jesus Nazareno P-251, Jesus Nazareno",No geocodificable,No encontrado,No encontrado
"Mer Jose Olaya 0 14C, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Jose Olaya P11G P11G, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Jose Olaya P23C, Bellavista",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii 0 61, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii N-87 87, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii P-6 ., Callao",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii P-114 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii P-117 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Juan Pablo Ii P-123 ., Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer La Arena P48 S/N, La Arena",No geocodificable,No encontrado,No encontrado
"Mer La Libertad P159, Callao",No geocodificable,No encontrado,No encontrado
"Mer La Perla N 1 P72 0, La Perla",No geocodificable,No encontrado,No encontrado
"Mer La Perla N 1 P89, La Perla",No geocodificable,No encontrado,No encontrado
"Mer La Perla N 1 P90 0, La Perla",No geocodificable,No encontrado,No encontrado
"Mer Mariano Melgar P10 0, Mariano Melgar",No geocodificable,No encontrado,No encontrado
"Mer Mariano Melgar P17, Mariano Melgar",No geocodificable,No encontrado,No encontrado
"Mer Mdo Mega Metro P-3 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Mercado Zarzuela P-A-19 ., Santiago",No geocodificable,No encontrado,No encontrado
"Mer Minorista Angamos 0 7, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Minorista Angamos 0 101, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Minorista Angamos P-104 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Minorista Angamos P-110 0, Ventanilla",No geocodificable,No encontrado,No encontrado
"Mer Modelo I-13 13, Calca",No geocodificable,No encontrado,No encontrado
"Mer Modelo N-15 15, Calca",No geocodificable,No encontrado,No encontrado
